sentence;smsa_label;hate_hs;hate_abusive
ensiklik mystici corporis tahun 1943 dari paus pius xii menyingkap eklesiologi dogmatis gereja katolik bahwasanya jika hendak mendefinisikan dan menyifatkan gereja sejati yesus kristus ini yakni gereja roma yang satu kudus katolik apostolik maka tidak akan kita dapati ungkapan yang lebih gemilang yang lebih mulia maupun yang lebih suci daripada frasa sebutan tubuh mistik yesus kristus;neutral;0;0
gereja-gereja ortodoks oriental mendaku sebagai gereja asali dengan berdalil bahwa mereka masih teguh berpegang kepada tradisi-tradisi dan akidah-akidah gereja asali;neutral;0;0
mulai dari abad ke-7 khilafah-khilafah islam muncul silih berganti dan sedikit demi sedikit menaklukan negeri-negeri dunia kristen;neutral;0;0
dengan demikian gereja yang jati diri dan akidahnya berbeda dari negara ke negara dan dari zaman ke zaman tidaklah satu;neutral;0;0
 kekristenan non-barat juga mencakup ragam-ragam pribumi atau perantauan di eropa barat dan amerika utara;neutral;0;0
kontroversi-kontroversi di antara berbagai cabang kekristenan biasanya mencakup perbedaan-perbedaan penting dalam eklesiologi yang dianut masing-masing cabang;neutral;0;0
gereja dianiaya pemerintah romawi lantaran umat kristen menolak mempersembahkan kurban kepada dewa-dewi romawi dan menentang penuhanan kaisar;neutral;0;0
empat ciri gereja pertama kali mengemuka di dalam syahadat nikea tahun 381 yang menegaskan bahwa gereja itu satu kudus katolik am dan apostolik rasuli;neutral;0;0
umat kristen kalvinis berpendirian bahwa tiap-tiap orang yang dibenarkan oleh iman akan injil yang dipercayakan kepada para rasul adalah anggota dari gereja yang satu kudus katolik dan apostolik;neutral;0;0
meskipun demikian tiap-tiap badan keagamaan tersebut dapat saja menyebut diri dengan menggunakan istilah-istilah lain misalnya gereja atau persekutuan;neutral;0;0
bagaimanapun juga gereja-gereja lutheran mengajarkan bahwa memang ada umat kristen yang sejati di dalam gereja-gereja lain sebab denominasi-denominasi lain pun mewartakan firman allah sekalipun bercampur kekeliruan;neutral;0;0
pengakuan iman augsburg gereja-gereja lutheran secara tradisional berpendirian bahwa tradisi lutheranlah yang merupakan gereja kasatmata yang sejati;neutral;0;0
arsitektur gereja caturkona chicago-lambeth daftar denominasi kristen daftar denominasi kristen menurut jumlah anggota daftar paus gerakan pemulihan gereja raya gereja tinggi dan gereja rendah imamat segenap umat beriman inkulturasi katolik injili kehadiran umat dalam peribadatan di gereja kekristenan jermani kerajaan allah misiologi oikumenisme pemberkatan pascapersalinan peran gereja dalam memajukan peradaban umat manusia unam sanctam;neutral;0;0
sesudah kekaisaran romawi barat jatuh ke tangan bangsa jermani pada abad ke-5 gereja roma selama berabad-abad menjadi tautan utama yang mempertalikan eropa barat abad pertengahan dengan peradaban bangsa romawi dan menjadi perpanjangan tangan kekuasaan kaisar romawi timur di dunia barat;neutral;0;0
masa pemerintahan karel agung dipandang istimewa karena mampu menggiring suku-suku besar terakhir di dunia barat yang memeluk agama kristen arian ke dalam persekutuan dengan roma antara lain melalui perang penaklukan dan paksaan beralih keyakinan;neutral;0;0
pada tahun 1448 tidak lama sebelum kekaisaran romawi timur tumbang gereja ortodoks rusia membentuk kepemimpinan sendiri lepas dari batrik konstantinopel;neutral;0;0
inilah sebabnya kedua-duanya tidak memandang diri sebagai suatu denominasi tetapi sebagai gereja yang pradenominasional;neutral;0;0
ada banyak opini tentang akhir nasib jiwa orang-orang yang bukan bagian dari suatu gereja kelembagaan tertentu;neutral;0;0
perdebatan-perdebatan lain mencakup wacana-wacana berikut ini kegerejaan adalah istilah sindiran terhadap amalan-amalan kekristenan yang dipandang lebih mengutamakan kebiasaan-kebiasaan hidup bergereja atau tradisi-tradisi kelembagaannya ketimbang ajaran-ajaran yesus;neutral;0;0
kata ini adalah istilah perjanjian baru yang merujuk kepada gereja baik dalam arti jemaat lokal maupun dalam arti segenap umat beriman;neutral;0;0
maksudnya warga suatu gereja tertentu mungkin saja percaya atau tidak percaya bahwa jiwa orang-orang di luar organisasi gereja mereka dapat beroleh keselamatan atau akan diselamatkan;neutral;0;0
pada waktu yang sama serentet sengketa yang tidak bersifat teologis melahirkan reformasi inggris yang bermuara kepada kemandirian gereja inggris;neutral;0;0
sedikit demi sedikit gereja menyebar ke seluruh dan ke luar wilayah kekaisaran romawi bahkan tumbuh pesat di kota-kota semisal yerusalem antiokhia dan edesa;neutral;0;0
keretakan politis maupun teologis terus membesar sampai-sampai roma dan dunia timur saling mengucil pada abad ke-11 sehingga gereja pun terpecah menjadi gereja barat katolik dan gereja timur ortodoks;neutral;0;0
lumen gentium konstitusi dogmatis tentang gereja konsili vatikan ii kekristenan versus kegerejaan gereja sebuah definisi protestan struktur gereja gereja-gereja perjanjian baru versus gereja-gereja institusional dewasa ini eklesia di situs web christian iconography gereja gereja;neutral;0;0
lantaran konsep ini sejumlah badan persekutuan umat kristen menolak istilah denominasi untuk menyifatkan diri mereka demi mengelak implikasi menyetarakan diri dengan jemaat-jemaat atau denominasi-denominasi lain;neutral;0;0
gereja di dalam wilayah kekaisaran romawi diorganisasikan di bawah takhta-takhta metropolia;neutral;0;0
pada umumnya umat anglikan memandang tradisi mereka sebagai salah satu cabang dari gereja katolik yang bersejarah sekaligus sebagai suatu via media jalan tengah di antara dua tradisi yakni di antara tradisi lutheran dan tradisi kalvinis atau di antara tradisi katolik dan tradisi protestan;neutral;0;0
di dunia timur kekristenan disebarluaskan ke negeri-negeri bangsa slav yang sekarang merupakan wilayah negara rusia serta kawasan selatan-tengah dan timur eropa;neutral;0;0
istilah gereja juga digunakan di ranah keilmuan sebagai muradif kekristenan sekalipun pada kenyataannya kekristenan terdiri atas banyak gereja atau denominasi dan banyak di antaranya yang mendaku sebagai satu-satunya gereja yang sejati dengan meliyankan yang lain;neutral;0;0
sejumlah gereja timur bahkan keluar dari persekutuan kristen ortodoks timur dan bersatu dengan roma gereja-gereja katolik timur uniat;neutral;0;0
ikon kristen timur yang menggambarkan turunnya roh kudus peristiwa yang menjadi tonggak sejarah lahirnya gereja gereja mula-mula terbentuk di yudea negeri jajahan romawi pada abad pertama tarikh masehi berlandaskan ajaran-ajaran yesus orang nazaret yang pertama kali menghimpun murid;neutral;0;0
teori ini bertentangan dengan sikap menyematkan label satu-satunya gereja yang sejati pada suatu lembaga nyata kristen tertentu yakni sikap eklesiologis yang dianut gereja katolik gereja ortodoks timur gereja-gereja ortodoks oriental gereja asyur dan gereja purba di timur;neutral;0;0
dengan menggunakan kata eklesia umat kristen perdana memanfaatkan suatu istilah yang memang merujuk kepada sidang-sidang negara kota yunani yang hanya boleh dihadiri warganya tetapi secara tradisional dipakai orang-orang yahudi penutur bahasa yunani sebagai sebutan untuk israel umat allah sekaligus suatu istilah yang digunakan di dalam septuaginta dengan makna pertemuan orang-orang yang berhimpun demi alasan-alasan keagamaan seringkali untuk beribadat dalam hal ini eklesia dipakai sebagai padanan kata ibrani qahal  yang juga dipadankan dengan kata yunani synagoge  sehingga kedua kata yunani itu dianggap kurang-lebih sinonim sampai kemudian hari dibedakan dengan lebih jelas oleh umat kristen;neutral;0;0
kegiatan-kegiatan perayaan hari besar diskusi kajian agama ceramah dan belajar quran sering dilaksanakan di masjid;neutral;0;0
kesultanan utsmaniyyah kerajaan ottoman yang secara nominal dianggap sebagai kekhalifahan islam terakhir akhirnya tumbang selepas perang dunia i;neutral;0;0
di samping itu hadis dan sirah nabawi sejarah kehidupan kenabian lebih jauh menggambarkan kedudukan dan perannya pada masa awal islam;neutral;0;0
timbulnya tempat-tempat pembelajaran ilmu-ilmu agama filsafat sains dan tata bahasa arab di berbagai wilayah dunia islam telah mewujudkan satu kontinuitas kebudayaan islam yang agung;neutral;0;0
menentang gerakan politik islam di turki abad ke-20 militer melakukan kudeta untuk menggulingkan pemerintah islam dan jilbab dibatasi secara hukum seperti yang juga terjadi di tunisia;neutral;0;0
di iran revolusi menggantikan monarki sekuler dengan negara islam;neutral;0;0
berbeda dengan aliran sunni aliran ini meyakini bahwa penerus muhammad adalah khalifah rasyidin keempat ali bin abi thalib sebagai menantu sepupu dan keturunan langsung bani hasyim keluarga muhammad sementara abu bakar umar dan utsman tidak diakui sebagai khalifah umat islam oleh pengikut syiah kecuali oleh sebagian kecil golongan;neutral;0;0
namun islam lebih populer digunakan untuk agama yang dibawa oleh muhammad sebagaimana terdapat dalam sebuah ayat quran yang diturunkan di akhir-akhir masa kenabiannya istilah islam juga merujuk kepada aspek hukum dan yurisprudensi di dalam ajaran agama islam bersama iman untuk aspek teologi dan ihsan untuk aspek moral;neutral;0;0
prinsip-prinsip dan nilai-nilai dalam quran dibakukan dan diejawantahkan oleh sunnah muhammad perilaku normatif muhammad yang berfungsi sebagai contoh dan teladan;neutral;0;0
adopsi jilbab telah tumbuh lebih umum dan beberapa intelektual muslim semakin berusaha untuk memisahkan keyakinan islam kitab suci dari tradisi budaya;neutral;0;0
semua istilah yang seakar kata dengan islam berhubungan erat dengan makna keselamatan kedamaian dan kemurnian;neutral;0;0
konsep dan praktik keagamaan termasuk rukun islam dianggap sebagai ibadah wajib dan mengikuti hukum islam syariah yang menyentuh hampir setiap aspek kehidupan dari perbankan dan keuangan dan kesejahteraan hingga peran perempuan dan lingkungan;neutral;0;0
islam adalah sebuah agama din bahasa arab monoteisme abrahamik yang berpusat terutama di sekitar quran sebuah teks agama yang diimani oleh umat muslim sebagai kitab suci kitabullah dan firman langsung dari tuhan muslim menyebutnya sebagai allah seperti yang diwahyukan kepada muhammad nabi islam yang utama dan terakhir;neutral;0;0
dalam masa pembentukannya yaitu selama masa kenabian ajaran-ajaran dan hukum-hukum islam diambil dari dua wahyu sebagai sumber primer quran dan sunnah;neutral;0;0
di madinah muhammad dapat menyatukan orang-orang anshar kaum muslimin dari madinah dan muhajirin kaum muslimin dari mekkah sehingga umat islam semakin menguat;neutral;0;0
seperti agama ibrahim lainnya islam juga mengajarkan tentang penghakiman terakhir di mana orang benar akan dihargai di surga jannah dan orang yang tidak benar akan dihukum di neraka jahannam;neutral;0;0
ajaran pokok dalam islam adalah hal-hal yang menyangkut kepercayaan atau keyakinan hati terhadap allah para malaikat-nya kitab suci yang diturunkan-nya para utusan-nya dan peristiwa di kehidupan setelah kematian;neutral;0;0
hari perayaan dalam islam secara umum dapat dibagi menjadi hari raya keagamaan dan hari besar lainnya;neutral;0;0
hukum yang mengatur masalah muamalah dibagi lagi menjadi empat sub-bagian hukum-hukum yang memastikan keberlangsungan dakwah islam dan mempertahankannya;neutral;0;0
selama 22 tahun 610-632 muhammad terus menerima wahyu yang kemudian dikumpulkan dan ditulis menjadi quran bacaan;neutral;0;0
pada masa ini umat islam mencapai kestabilan politik dan ekonomi;neutral;0;0
din ar-rabb al-malik ilah bersuci dari hadas cendekiawan muslim daftar topik agama islam hari asyura hidayatullah isra miraj kemurtadan nabi islam perbankan syariah puasa islam rasulullah seni rupa islam shiratal mustaqim ulama waktu haram puasa salafus shalih sejarah islam di indonesia;neutral;0;0
namun selanjutnya para ulama mengadakan pemisahan sehingga menjadi bagian ilmu sendiri;neutral;0;0
keunggulan diplomasi nabi muhammad pada saat perjanjian hudaibiyah menyebabkan umat islam memasuki fase yang sangat menentukan;neutral;0;0
adapun ayat yang paling menjelaskan tentang kedudukan takwa adalah ajaran ketakwaan islam yang terkandung dalam quran dan sunnah perilaku kehidupan nabi muhammad dapat diklasifikasikan berdasarkan hadis berikut ini menjadi iman islam dan ihsan;neutral;0;0
allah memerintahkan dalam quran agar kaum muslim senantiasa mengembalikan persoalan yang diperselisihkan kepada allah dan rasul-nya mengembalikan persoalan kepada allah berarti mengembalikannya kepada quran;neutral;0;0
membaca quran juga termasuk zikir;neutral;0;0
secara istilah islam bermakna penyerahan diri ketundukan dan kepatuhan terhadap perintah allah serta pasrah dan menerima dengan puas terhadap ketentuan dan hukum-hukum-nya;neutral;0;0
bahkan dalam sejarah islam masjid turut memegang peranan dalam aktivitas sosial kemasyarakatan hingga kemiliteran;neutral;0;0
allah memerintahkan untuk berdoa kepada-nya dengan doa-doa yang terdapat di quran dan sunnah;neutral;0;0
dalilnya adalah ayat dalam quran segala penciptaan dan urusan menjadi hak-nya;neutral;0;0
aspek hukum dalam islam meliputi berbagai amal perbuatan yang diperintahkan dilarang dan dibolehkan;neutral;0;0
lainnya seperti rasyid ridha memisahkan diri dari modernis islam dan mendorong untuk tidak merangkul apa yang dilihatnya sebagai pengaruh barat;neutral;0;0
adab-adab dalam islam adab kepada allah termasuk adab dalam niat adab kepada quran adab kepada muhammad sebagai utusan allah adab kepada diri sendiri taubat muroqobah muhasabah dan mujahadah adab kepada semua makhluk berbakti kepada orang tua menyambung hubungan kekerabatan silaturahim berbuat baik kepada tetangga berbuat baik kepada anak yatim fakir miskin dan anak jalanan tidak mencela berburuk sangka memata-matai maupun menyebarkan keburukan orang lain gosip adab persaudaraan cinta dan benci karena allah adab majelis adab makan dan minum adab bertamu adab bepergian adab berpakaian adab tidur akhlak-akhlak terpuji dalam islam sabar menghadapi cobaan bertawakal kepada allah dan tidak hanya mengandalkan diri sendiri mendahulukan orang lain dan mencintai kebaikan adil dan berimbang kasih sayang malu melakukan yang terbaik jujur dermawan rendah diri tidak sombong akhlak-akhlak tercela dalam islam lalim dengki menipu riya bangga diri dan tertipu oleh dunia lemah dan malas <!-- ---------------------------------------------------;neutral;0;0
dalam setiap peperangan yang dilakukan melawan orang-orang kafir umat islam selalu mendapatkan kemenangan;neutral;0;0
besarnya kekuasaan kekhalifahan islam telah menjadikannya salah satu kekuatan politik yang terkuat dan terbesar di dunia pada saat itu;neutral;0;0
namun nama dan sifat allah tidak terbatas selain dari yang disebutkan dalam quran dan sunnah dirahasiakan dalam ilmu gaib-nya;neutral;0;0
quran adalah pokok dari semua argumentasi dan dalil;neutral;0;0
quran adalah dalil yang membuktikan kebenaran risalah nabi muhammad dalil yang membuktikan benar dan tidaknya suatu ajaran;neutral;0;0
ketika muhammad wafat di usia yang ke-61 hampir seluruh jazirah arab telah memeluk islam;neutral;0;0
sementara beberapa diam yang lain percaya pada kekerasan terhadap mereka yang menentang mereka bahkan muslim lainnya seperti negara islam irak dan suriah yang bahkan akan mencoba untuk menciptakan kembali dinar emas modern sebagai sistem moneter mereka;neutral;0;0
kebanyakan orang arab adalah penyembah berhala dan ada sebagian yang merupakan pengikut agama-agama kristen dan yahudi;neutral;0;0
quran menjadi sumber informasi utama mengenai kehidupan nabi muhammad;neutral;0;0
karena sama-sama merupakan wahyu meskipun dalam wujud yang berbeda dari quran sunnah juga menjadi sumber hukum yang kebanyakannya merupakan jawaban dari pertanyaan para sahabat atau penjelasan atas peristiwa yang tengah terjadi;neutral;0;0
ayat ini berisi firman allah bahwa islam akan dimenangkan atas segala agama;neutral;0;0
pelopor modernisme islam mempengaruhi gerakan politik islam seperti ikhwanul muslimin dan partai-partai terkait di dunia arab yang tampil baik dalam pemilihan setelah musim semi arab jamaat-e-islami di asia selatan dan partai ak yang secara demokratis berkuasa di turki selama beberapa dekade;neutral;0;0
islam sebenarnya juga dipakai untuk menyebut keyakinan monoteistik yang diyakini bersama oleh agama-agama samawi saat ini judaisme dan kekristenan lihat qs al-maidah ayat 44 qs ali imran ayat 67 dan 52;neutral;0;0
nama dan sifat allah diketahui melalui dan ditetapkan dengan quran dan sunnah pada makna tersuratnya dan tidak bisa ditetapkan oleh akal semata;neutral;0;0
selain digunakan sebagai tempat ibadah masjid juga merupakan pusat kehidupan komunitas muslim;neutral;0;0
islam mengajari agar semua muslim menghiasi diri lahir dan batin dengan mengembangkan sifat-sifat mulia yang tercakup dalam bidang ilmu tasawuf adab dan akhlak mulia;neutral;0;0
fatimah putri bungsu muhammad adalah yang paling dikenal yang menikahi sepupu muhammad ali bin abi thalib khalifah penerus penerus nabi muhammad sebagai pemimpin keempat menurut islam sunni dan imam sah pertama menurut syiah;neutral;0;0
pada 2020 islam diperkirakan dianut oleh 1,9 miliar orang di seluruh dunia sehingga menjadi agama terbesar kedua setelah kekristenan;neutral;0;0
kemenangan yang dimaksud adalah kenyataan bahwa diikutinya ajaran-ajaran islam meskipun kaum musyrik tidak menyukainya;neutral;0;0
istilah islam juga dapat diartikan sebagai agama yang diberikan oleh allah kepada nabi muhammad sebagai jalan keselamatan di dunia dan akhirat yang ajarannya dilandasi oleh tauhid dan diterapkan dalam seluruh aspek kehidupan manusia;neutral;0;0
meskipun memiliki kekuasaan terpisah kesultanan-kesultanan tersebut secara nominal masih menghormati dan menganggap diri mereka bagian dari kekhalifahan islam;neutral;0;0
ijmak adalah kesepakatan para ulama muslim dalam menetapkan suatu hukum dalam agama berdasarkan quran dan hadis dalam suatu perkara yang terjadi;neutral;0;0
istilah rukun islam pilar-pilar islam dan rukun iman mengambil dari pengertian ini;neutral;0;0
jika kamu berbeda pendapat tentang sesuatu maka kembalikanlah kepada allah quran dan rasul sunnahnya, maupun dengan bentuk kalimat berita sungguh telah ada pada diri rasulullah itu suri teladan yang baik bagimu yaitu bagi orang yang mengharap rahmat allah dan kedatangan hari kiamat dan yang banyak mengingat allah;neutral;0;0
bentuk jamaknya adalah muslimin muslimun atau umat islam;neutral;0;0
inti dari ajaran islam sekaligus sebab berbagai kebaikan adalah takwa kepada allah;neutral;0;0
quran berlaku sebagai sumber pokok dan cetak biru untuk kehidupan islami sedangkan kehidupan sehari-hari nabi sunnah berlaku untuk menerangkan prinsip-prinsip dalam cetak biru tersebut serta untuk menunjukkan cara mengaplikasikannya;neutral;0;0
khadijah segera mengajak suaminya itu menemui salah seorang sepupunya yang menganut kristen waraqah bin naufal dan muhammad menceritakan kejadian yang baru saja menimpanya;neutral;0;0
pada 1817 pemerintah kolonial belanda mendirikan protestantsche kerk in nederlandsch-indie gereja protestan di hindia belanda atau indische kerk gereja hindia untuk mewadahi denominasi-denominasi gereformeerd kalvinis lutheran baptis arminian dan menonit;neutral;0;0
pengaruh agama kristen pada bidang-bidang tersebut di kemudian hari melahirkan filsafat kristen seni rupa kristen seni musik kristen kesusastraan kristen dan sebagainya;neutral;0;0
gereja juga memasuki kurun waktu usaha dakwah dan penambahan umat yang berlangsung lama di tengah-tengah berbagai suku dan kaum di eropa;neutral;0;0
menurut agama kristen makbul tidaknya doa bergantung pada kuasa allah bukan pada status si pendoa;neutral;0;0
beberapa versi terbitan alkitab memuat kitab-kitab deuterokanonika dan bagian-bagian dari kitab sahih yang dianggap apokrif di kalangan protestan pada bagian tersendiri di antara perjanjian lama dan perjanjian baru;neutral;0;0
melalui jalur niaga kayu cendana antara malaka dan pulau timor saudagar-saudagar portugis berhasil menyebarkan agama kristen katolik di pulau solor pulau timor dan pulau flores;neutral;0;0
menurut alim-ulama yahudi dan muslim ini doktrin tritunggal menerbitkan asumsi bahwa ada tiga allah dan oleh karena itu bertentangan dengan asas monoteisme;neutral;0;0
pelarangan terhadap komunisme dan kebijakan-kebijakan anti-konfusianisme yang dikeluarkan oleh rezim orde baru mengakibatkan orang berbondong-bondong sebagian besar adalah orang tionghoa memeluk agama kristen;neutral;0;0
istilah eropa dan dunia barat telah dikait-kaitkan begitu rapat dengan gagasan tentang agama kristen dan dunia kristen bahkan banyak kalangan yang beranggapan bahwa agama kristen merupakan salah satu mata rantai dalam pembentukan jati diri eropa yang tunggal;neutral;0;0
tiga cabang agama kristen yang terbesar di dunia adalah gereja katolik gereja ortodoks timur dan rumpun besar denominasi kristen protestan;neutral;0;0
umat katolik percaya bahwa gereja yang satu kudus katolik dan apostolik yang didirikan oleh yesus kristus sendiri seutuhnya berada dalam gereja katolik namun mengakui pula keberadaan gereja-gereja dan komunitas-komunitas kristen lainnya dan berusaha mewujudkan rekonsiliasi di antara seluruh umat kristen;neutral;0;0
kehadiran agama kristen di afrika bermula pada abad pertama masehi di mesir dan pada abad ke-2 di kawasan sekitar kartago;neutral;0;0
sebagian denominasi misalnya gereja katolik gereja ortodoks timur serta sejumlah gereja lutheran dan anglikan menganut doktrin baptisan demi kelahiran kembali yang menegaskan bahwa baptisan menumbuhkan atau meneguhkan iman seseorang dan erat kaitannya dengan keselamatan;neutral;0;0
dengan maklumat tanggal 11 desember 1835 raja belanda willem i menitahkan penyatuan seluruh denominasi lutheran dan kalvinis baru terwujud pada 1854 serta pembentukan majelis gereja tunggal untuk mengawasi seluruh denominasi kristen protestan di hindia belanda terwujud pada 1844;neutral;0;0
apologetika kristen bertujuan membentuk landasan rasional bagi agama kristen;neutral;0;0
menurut alkitab perjanjian baru yesus disalibkan wafat secara jasmaniah dimakamkan dan bangkit dari antara orang mati tiga hari kemudian;neutral;0;0
umat kristen perdana yang berkebangsaan yahudi menyebut diri pengikut-pengikut jalan tes hodou mungkin mengacu kepada nas persiapkanlah di padang gurun jalan untuk tuhan;neutral;0;0
sepanjang sejarah agama kristen sering kali menjadi pengayom ilmu pengetahuan dan kedokteran;neutral;0;0
konsili oikumene nikea yang kedua pada 787 akhirnya mengeluarkan keputusan yang membenarkan penggunaan ikon oleh umat kristen;neutral;0;0
di sebagian besar negara berkembang kebiasaan menghadiri ibadat berjemaah di gereja di kalangan masyarakat yang masih mengaku sebagai pemeluk agama kristen telah merosot dalam beberapa dasawarsa terakhir;neutral;0;0
pada 27 februari 380 kaisar teodosius i mengundangkan sebuah hukum yang menetapkan agama kristen versi nikea sebagai agama kristen yang sah dianut di kekaisaran romawi;neutral;0;0
sebaliknya sekitar dua pertiga dari umat kristen amerika latin dan menurut world values survey sekitar 90% dari umat kristen afrika di ghana nigeria rwanda afrika selatan dan zimbabwe mengaku menghadiri ibadat berjemaah di gereja secara teratur;neutral;0;0
riwayat-riwayat alkitab tentang karya pelayanan yesus meliputi peristiwa pembaptisannya mukjizat-mukjizatnya khotbah-khotbahnya ajaran-ajarannya serta sikap dan perbuatannya;neutral;0;0
tiap-tiap versi daftar kitab suci perjanjian lama selalu memuat kumpulan tanak taurat-nabi-kitab yakni alkitab ibrani atau kumpulan pustaka yang dianggap sahih oleh umat yahudi;neutral;0;0
salah satu dari gereja-gereja terbesar yang dihasilkan oleh gerakan ini adalah gereja yesus kristus dari orang-orang suci zaman akhir;neutral;0;0
meskipun lambang salib sudah dikenal oleh umat kristen perdana krusifiks salib dengan citra yesus baru mulai digunakan pada abad ke-5;neutral;0;0
berbagai komunitas kecil katolik mandiri misalnya gereja katolik lama menambahkan embel-embel katolik pada namanya dan boleh dikata memiliki banyak kesamaan praktik dengan gereja katolik akan tetapi komunitas-komunitas ini telah keluar dari persekutuan paripurna dengan takhta suci;neutral;0;0
meskipun demikian gereja-gereja dalam lingkup persekutuan ini sangat menonjolkan keswatantraannya dan sebagian besar di antaranya merupakan gereja kebangsaan;neutral;0;0
sejak 1960 sampai 2000 tingkat pertumbuhan global umat protestan injili yang terlaporkan meningkat tiga kali lipat dibanding tingkat pertumbuhan populasi dunia dan dua kali lipat dibanding tingkat pertumbuhan pemeluk agama islam;neutral;0;0
semenjak tahun 150 para ulama kristen mulai menghasilkan karya-karya tulis teologi dan apologi untuk membela iman kristen;neutral;0;0
desas-desus liar mengenai umat kristen telah menyebar ke mana-mana;neutral;0;0
paus gregorius agung secara dramatis merombak dan menata ulang struktur dan administrasi gereja;neutral;0;0
anjuran kepada kaum perempuan untuk berdiam diri dan bersikap patuh dalam diduga oleh banyak kalangan sebagai ayat palsu yang disusupkan salah seorang pengikut paulus ke dalam alkitab;neutral;0;0
pada permulaan abad ke-10 monastisisme kristen di dunia barat semakin berkembang berkat usaha-usaha pembaharuan yang dipelopori oleh biara induk tarekat benediktin di cluny;neutral;0;0
agama kristen dalam berbagai bentuknya merupakan satu-satunya agama negara di negara-negara berikut ini argentina katolik tuvalu kalvinis tonga metodis norwegia lutheran kosta rika katolik kerajaan denmark lutheran inggris anglikan georgia ortodoks georgia yunani ortodoks yunani islandia lutheran liechtenstein katolik malta katolik monako katolik dan kota vatikan katolik;neutral;0;0
sebagian besar umat kristen katolik ortodoks timur ortodoks oriental maupun protestan menerima pemakaian syahadat dan menggunakan sekurang-kurangnya salah satu dari syahadat-syahadat di atas;neutral;0;0
umat kristen percaya bahwa kedatangan kristus untuk kedua kalinya akan terjadi pada akhir zaman sesudah kurun waktu penganiayaan dahsyat zaman kesusahan besar;neutral;0;0
dua gereja ini berselisih pendapat mengenai sejumlah isu seputar tadbir liturgi dan doktrin terutama isu keutamaan yurisdiksi sri paus;neutral;0;0
pada sejumlah sarkofagus umat kristen perdana gambar sosok sang logos dicirikan dengan janggut yang membuatnya terlihat sudah lanjut usia bahkan terkesan prawujud ada mendahului zamannya;neutral;0;0
agama kristen ditentang dalam berbagai macam peristiwa yang berkisar dari sekadar aksi antiklerikalisme sampai luapan aksi kekerasan semisal aksi dekristenisasi saat berlangsungnya revolusi prancis perang saudara spanyol dan gerakan-gerakan marxis tertentu khususnya revolusi rusia dan penindasan umat kristen di uni soviet oleh rezim ateis;neutral;0;0
syahadat yang ditolak oleh gereja ortodoks oriental ini mengajarkan bahwa kristus dikenal dalam dua kodrat yang tak tercampur tak terubahkan tak terbagi dan tak terpisahkan satu kodrat ilahi dan satu kodrat insani yang masing-masing sempurna adanya namun juga sempurna manunggal dalam satu pribadi;neutral;0;0
istilah kekristenan kristianismos pertama kali dipakai ignasius dari antiokhia di dalam surat-suratnya yang ditulis sekitar tahun 100 masehi;neutral;0;0
warga kristen katolik di ambon manado dan kepulauan sangihe-talaud dipaksa beralih keyakinan menjadi protestan;neutral;0;0
agama kristen protestan juga memiliki andil besar di bidang ilmu pengetahuan;neutral;0;0
gerakan reformasi protestan di inggris bermula pada 1534 manakala raja henry viii dipermaklumkan sebagai kepala gereja inggris;neutral;0;0
para pengkaji kini sedang menjajaki hubungan dalam gereja perdana antara spekulasi dan pengalaman mistik di satu pihak dan upaya pencarian tata tertib gereja di lain pihak dengan menelaah nas-nas temuan baru dengan meneliti nas-nas kanonik secara lebih seksama;neutral;0;0
syahadat ini juga digunakan oleh gereja-gereja presbiterian gereja-gereja metodis dan gereja-gereja kongregasional;neutral;0;0
kajian universitas saint mary memperkirakan ada sekitar 10,2 juta umat muslim beralih menjadi pemeluk agama kristen pada 2015 dan ada pula pemeluk-pemeluk agama islam dalam jumlah yang signifikan beralih menjadi pemeluk agama kristen di afganistan albania azerbaijan aljazair belgia prancis jerman iran india indonesia malaysia maroko rusia belanda arab saudi tunisia turki kazakstan kirgistan kosovo amerika serikat dan asia tengah;neutral;0;0
buku doa bersama yang dipergunakan di kalangan anglikan adalah sebuah buku pedoman tata ibadat di gereja yang memuat doa-doa bacaan-bacaan kitab suci dan sekumpulan madah atau mazmur untuk dinyanyikan;neutral;0;0
sebagaimana gereja ortodoks timur gereja katolik merunut asal-usulnya melalui suksesi apostolik alih jabatan rasuli sampai pada paguyuban umat kristen peerdana yang dibentuk oleh yesus kristus;neutral;0;0
di kemudian hari aliran metodis memunculkan pula sejumlah gereja pentakosta dan gereja nondenominasi yang mengutamakan kuasa penyucian roh kudus;neutral;0;0
sekte-sekte kristen seperti universalisme unitarian saksi yehuwa gereja mormon dan sekte-sekte lainnya tidak menganut paham-paham tritunggal semacam ini;neutral;0;0
segolongan umat kristen liberal tidak mengakui kebangkitan jasmaniah secara harfiah dan menganggap riwayat kebangkitan yesus sekadar sebagai mitos yang kaya akan perlambang dan bermanfaat bagi pertumbuhan rohani;neutral;0;0
umat kristen berbeda pandangan mengenai sejauh mana keselamatan seseorang telah ditakdirkan sejak semula oleh allah;neutral;0;0
perbedaan-perbedaan teologi yang tak terukunkan serta kurangnya kata sepakat mengenai pokok-pokok iman kristen menyebabkan umat kristen katolik ortodoks dan protestan sering kali tidak mengakui umat dari denominasi-denominasi kristen tertentu sebagai sesama orang kristen;neutral;0;0
ia mengacu pada kemajuan peradaban-peradaban kristen sebagai bukti dari praktikalitas agama kristen;neutral;0;0
